============================== SRIM-2013.00 ==============================
==============================================================================
===== TRIMOUT.txt: File of Transmitted / Backscattered / Sputtered Atoms =====
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(20 MeV) ==> Layer 1( 1.92 mm) ==========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 3125  1 .4973183E+07   1922000E+01 -.5959E+06  .2490E+06   .9969280 -.0383794  .0682757
T 3126  1 .4964176E+07   1922000E+01 -.2759E+06 -.1777E+06   .9989971 -.0426353 -.0136792
T 3127  1 .5052726E+07   1922000E+01 -.9190E+05  .1611E+06   .9998039 -.0190877  .0052670
T 3128  1 .5266961E+07   1922000E+01 -.1841E+06 -.3434E+05   .9998417 -.0040703  .0173235
T 3129  1 .4942083E+07   1922000E+01 -.2415E+06 -.6218E+06   .9962648 -.0231022 -.0832034
T 3130  1 .4804171E+07   1922000E+01  .4058E+06 -.3738E+06   .9999236 -.0102718 -.0068772
T 3131  1 .4794245E+07   1922000E+01 -.5706E+06 -.2625E+06   .9970266 -.0726830 -.0255954
T 3132  1 .5534222E+07   1922000E+01 -.3855E+06  .2836E+06   .9973782 -.0710521  .0137218
T 3133  1 .5933655E+07   1922000E+01  .6200E+05  .2564E+06   .9986791  .0505694  .0090970
T 3134  1 .5119966E+07   1922000E+01 -.2844E+06 -.1388E+06   .9973391 -.0687238  .0243242
T 3135  1 .5465021E+07   1922000E+01  .3747E+06 -.2198E+06   .9980741  .0620313  .0004285
T 3136  1 .5243491E+07   1922000E+01  .2774E+06  .6370E+06   .9978534  .0416720  .0505179
T 3137  1 .5179210E+07   1922000E+01 -.2658E+06 -.2062E+05   .9916749 -.0581250 -.1149019
T 3138  1 .5712792E+07   1922000E+01 -.4567E+06  .3964E+06   .9995396 -.0209465  .0219507
T 3139  1 .5046826E+07   1922000E+01 -.3255E+06  .2315E+06   .9954081 -.0881075  .0374131
T 3140  1 .4619501E+07   1922000E+01  .8410E+05  .4157E+05   .9993252  .0285639  .0230902
T 3141  1 .4583675E+07   1922000E+01 -.1095E+05  .2727E+04   .9991078  .0365094 -.0212295
T 3142  1 .5371238E+07   1922000E+01  .1111E+06  .4502E+06   .9940920  .0915892 -.0582448
T 3143  1 .4908204E+07   1922000E+01  .4212E+06  .4713E+05   .9995175  .0290977  .0108672
T 3144  1 .5199375E+07   1922000E+01  .1879E+06  .2423E+06   .9977046  .0420894  .0530469
T 3145  1 .4342332E+07   1922000E+01 -.3454E+06 -.1146E+04   .9979675 -.0536423 -.0343988
T 3146  1 .5334605E+07   1922000E+01  .2687E+06 -.1900E+06   .9988480  .0433488 -.0205825
T 3147  1 .5311241E+07   1922000E+01  .6104E+06  .7424E+05   .9916424  .1256856 -.0291282
T 3148  1 .5478886E+07   1922000E+01 -.9038E+04  .7964E+05   .9994033 -.0103181  .0329640
T 3149  1 .5282600E+07   1922000E+01 -.2492E+06 -.1750E+05   .9998812 -.0142857 -.0057957
T 3150  1 .4827285E+07   1922000E+01 -.1319E+06 -.4515E+05   .9999569 -.0003335  .0092785
T 3151  1 .4795832E+07   1922000E+01  .2540E+06  .9816E+05   .9997209  .0228782 -.0058921
T 3152  1 .5022885E+07   1922000E+01 -.2195E+06  .7969E+05   .9996474 -.0128922  .0232122
T 3153  1 .5625300E+07   1922000E+01  .2447E+06 -.5644E+05   .9995947  .0242600 -.0148977
T 3154  1 .4699871E+07   1922000E+01  .4243E+05  .6969E+05   .9992901  .0204615 -.0316341
T 3155  1 .5705412E+07   1922000E+01  .3398E+06  .2669E+06   .9997986  .0151135  .0132061
T 3156  1 .4477371E+07   1922000E+01 -.3176E+06  .2916E+06   .9993137 -.0350860  .0118749
T 3157  1 .5528455E+07   1922000E+01 -.7952E+05  .3814E+06   .9983641 -.0354019  .0448985
T 3158  1 .4658572E+07   1922000E+01  .1074E+06 -.2751E+06   .9985121 -.0037944 -.0543984
T 3159  1 .4546734E+07   1922000E+01 -.3005E+06 -.1235E+06   .9995746 -.0288147 -.0045096
T 3160  1 .5469777E+07   1922000E+01  .3401E+06  .8638E+06   .9952246  .0679283  .0700985
T 3161  1 .4844413E+07   1922000E+01  .6271E+06 -.2126E+06   .9986830  .0407781 -.0311362
T 3162  1 .5601431E+07   1922000E+01 -.3187E+05  .2728E+06   .9989853  .0228526  .0388101
T 3163  1 .5080670E+07   1922000E+01  .4560E+05  .1887E+06   .9824312  .1379809  .1256590
T 3164  1 .4078852E+07   1922000E+01  .6737E+06  .4261E+06   .9979946  .0490481  .0400125
T 3165  1 .5176445E+07   1922000E+01  .1406E+06  .1425E+06   .9991436 -.0038967  .0411936
T 3166  1 .6166777E+07   1922000E+01 -.8706E+05  .2121E+06   .9984991 -.0310655  .0451046
T 3167  1 .4493733E+07   1922000E+01 -.4230E+06 -.7465E+05   .9976068 -.0587883 -.0363952
T 3168  1 .5113066E+07   1922000E+01 -.2030E+06  .2066E+06   .9981902 -.0264576  .0540026
T 3169  1 .5158273E+07   1922000E+01  .3103E+05 -.2677E+05   .9987474 -.0337351  .0369528
T 3170  1 .5151709E+07   1922000E+01 -.2101E+06  .1003E+06   .9999342  .0088266  .0073306
T 3171  1 .4631742E+07   1922000E+01  .2833E+06  .2278E+05   .9994872  .0136560  .0289629
T 3172  1 .4350296E+07   1922000E+01  .3502E+06 -.4035E+06   .9993143  .0177942 -.0324684
T 3173  1 .5586007E+07   1922000E+01  .5614E+05 -.2606E+06   .9987117  .0421877 -.0281997
T 3174  1 .5286412E+07   1922000E+01  .5101E+06  .6281E+06   .9974189  .0449064  .0560262
T 3175  1 .5211487E+07   1922000E+01  .2104E+06  .3562E+06   .9996299 -.0072603  .0262170
T 3176  1 .4968343E+07   1922000E+01 -.5212E+06  .7659E+06   .9881354 -.1387732  .0658060
T 3177  1 .4838045E+07   1922000E+01  .2396E+06 -.3938E+06   .9996363 -.0247561  .0106948
T 3178  1 .5111957E+07   1922000E+01  .7739E+05  .3216E+06   .9988785  .0115052  .0459270
T 3179  1 .4972164E+07   1922000E+01 -.3767E+06  .1608E+06   .9976809 -.0651245  .0197913
T 3180  1 .4840022E+07   1922000E+01 -.7213E+05 -.1816E+06   .9990515  .0071419 -.0429535
T 3181  1 .4991054E+07   1922000E+01 -.1312E+06  .1465E+06   .9999927  .0038156  .0003035
T 3182  1 .5547307E+07   1922000E+01 -.1732E+06 -.3017E+06   .9990111 -.0350805 -.0273156
T 3183  1 .4818724E+07   1922000E+01 -.1449E+06  .4048E+06   .9995178 -.0266734  .0158971
T 3184  1 .4511444E+07   1922000E+01  .3482E+06  .1490E+06   .9965710  .0710942  .0423293
T 3185  1 .5138648E+07   1922000E+01  .3001E+06  .4237E+06   .9969913  .0458201  .0625206
T 3186  1 .4802009E+07   1922000E+01  .1910E+05 -.5228E+05   .9997081 -.0163126 -.0178242
T 3187  1 .5318455E+07   1922000E+01 -.1387E+06  .2635E+06   .9961226 -.0496069  .0726566
T 3188  1 .5823744E+07   1922000E+01 -.7348E+05 -.4617E+06   .9989338 -.0197690 -.0417195
T 3189  1 .5253427E+07   1922000E+01  .1728E+06  .2024E+06   .9987828 -.0145853  .0471191
T 3190  1 .4657258E+07   1922000E+01 -.2762E+06 -.7119E+06   .9898797 -.0401874 -.1361000
T 3191  1 .4751039E+07   1922000E+01  .3517E+06  .5392E+06   .9980576  .0538822  .0312675
T 3192  1 .4929092E+07   1922000E+01 -.3712E+06 -.4358E+06   .9957742 -.0912857 -.0100332
T 3193  1 .4731957E+07   1922000E+01 -.3106E+06 -.9225E+04   .9923999 -.1168215 -.0386665
T 3194  1 .4928469E+07   1922000E+01  .2113E+06  .1751E+06   .9977286 -.0642346  .0202867
T 3195  1 .5771237E+07   1922000E+01 -.1264E+06  .2634E+06   .9994110 -.0047781  .0339840
T 3196  1 .4921832E+07   1922000E+01  .6878E+06  .2702E+06   .9951623  .0937389  .0294127
T 3197  1 .4998501E+07   1922000E+01  .2126E+06  .3639E+06   .9968490  .0296189  .0735853
T 3198  1 .4908966E+07   1922000E+01 -.1925E+06 -.2262E+06   .9991943 -.0063193 -.0396331
T 3199  1 .5945343E+07   1922000E+01  .2338E+06 -.4205E+06   .9975340  .0620418  .0328141
T 3200  1 .5245612E+07   1922000E+01  .3408E+06 -.5447E+06   .9960484  .0469172 -.0754077
T 3201  1 .5632001E+07   1922000E+01  .1153E+05 -.3654E+06   .9972548 -.0545226 -.0501017
T 3202  1 .5201129E+07   1922000E+01 -.3208E+04 -.2842E+06   .9993147 -.0237049 -.0284282
T 3203  1 .5046221E+07   1922000E+01 -.7431E+05 -.1075E+05   .9982242 -.0586421 -.0104682
T 3204  1 .4726556E+07   1922000E+01  .1478E+06 -.2884E+05   .9998036  .0184140  .0073285
T 3205  1 .5427201E+07   1922000E+01  .2234E+06 -.3576E+06   .9984350  .0236242 -.0506891
T 3206  1 .5303390E+07   1922000E+01  .1051E+06 -.5792E+06   .9996566  .0028588 -.0260481
T 3207  1 .4773052E+07   1922000E+01  .3075E+06  .2361E+06   .9987441  .0436540  .0245896
T 3208  1 .5633818E+07   1922000E+01 -.2317E+06 -.7955E+05   .9996910 -.0025889 -.0247216
T 3209  1 .5147270E+07   1922000E+01  .1738E+06  .2111E+06   .9994186  .0155668  .0303345
T 3210  1 .4116091E+07   1922000E+01  .2917E+06  .2113E+06   .9943271  .0708066  .0793728
T 3211  1 .5965561E+07   1922000E+01  .4474E+05 -.2446E+06   .9991726 -.0321695 -.0248858
T 3212  1 .5413784E+07   1922000E+01 -.1165E+06  .1156E+06   .9984636 -.0393543  .0390077
T 3213  1 .5302314E+07   1922000E+01  .5758E+06  .2407E+06   .9981008  .0615962 -.0008688
T 3214  1 .5148762E+07   1922000E+01 -.5958E+05  .1549E+06   .9954170 -.0733901  .0613100
T 3215  1 .4488443E+07   1922000E+01  .1511E+05  .2880E+06   .9997880 -.0062524  .0196173
T 3216  1 .5526658E+07   1922000E+01 -.3081E+06  .1309E+06   .9999892  .0019785 -.0041967
T 3217  1 .5401294E+07   1922000E+01 -.6314E+06 -.1175E+06   .9827425 -.1844620  .0138180
T 3218  1 .5557002E+07   1922000E+01 -.4766E+06  .2513E+06   .9994341 -.0113078  .0316791
T 3219  1 .4708204E+07   1922000E+01  .2014E+06  .4631E+06   .9997595  .0196074  .0098211
T 3220  1 .5567803E+07   1922000E+01  .4978E+05  .1260E+06   .9996948  .0165440  .0183470
T 3221  1 .4957434E+07   1922000E+01 -.9100E+05  .3922E+06   .9997230 -.0214270  .0097367
T 3222  1 .4959537E+07   1922000E+01  .2229E+06  .1693E+06   .9997935  .0078886  .0187289
T 3223  1 .4769993E+07   1922000E+01  .1264E+07 -.5944E+06   .9967538  .0804924 -.0016830
T 3224  1 .5108818E+07   1922000E+01 -.1694E+06  .7038E+05   .9995363 -.0293020 -.0082791
T 3225  1 .5219854E+07   1922000E+01  .4743E+05  .7378E+04   .9999177  .0100777 -.0079344
T 3226  1 .5254446E+07   1922000E+01 -.2206E+06 -.2462E+06   .9998568  .0114572 -.0124555
T 3227  1 .5776034E+07   1922000E+01 -.1308E+06  .1422E+06   .9998615 -.0134471  .0098029
T 3228  1 .5033943E+07   1922000E+01  .3701E+06  .2683E+06   .9994476  .0245924  .0223526
T 3229  1 .5122932E+07   1922000E+01 -.2056E+06  .6467E+06   .9965927 -.0473174  .0675582
T 3230  1 .4875066E+07   1922000E+01 -.3254E+06 -.1234E+06   .9988735 -.0365672 -.0302415
T 3231  1 .5004533E+07   1922000E+01 -.4233E+05  .1494E+05   .9997289  .0232603  .0010139
T 3232  1 .5351717E+07   1922000E+01  .7994E+05  .1880E+05   .9973033  .0664442  .0311657
T 3233  1 .5637075E+07   1922000E+01 -.1441E+06  .5359E+06   .9949284 -.0685452  .0736145
T 3234  1 .4708610E+07   1922000E+01 -.2820E+06  .2548E+06   .9996344 -.0205344  .0175918
T 3235  1 .4963965E+07   1922000E+01 -.2744E+06 -.2103E+06   .9985339 -.0359084 -.0405049
T 3236  1 .5057499E+07   1922000E+01  .2182E+06 -.6968E+05   .9968387  .0083229 -.0790147
T 3237  1 .4932600E+07   1922000E+01 -.4432E+06  .2193E+06   .9972028  .0091024  .0741871
T 3238  1 .5632414E+07   1922000E+01  .6284E+05  .2659E+06   .9999118 -.0012072 -.0132246
T 3239  1 .4586808E+07   1922000E+01  .2590E+07  .1018E+06   .9941036  .1038680  .0311363
T 3240  1 .4663734E+07   1922000E+01 -.3597E+06 -.1656E+06   .9994853 -.0233392 -.0220109
T 3241  1 .5048906E+07   1922000E+01  .3938E+06 -.3527E+06   .9968438  .0427304 -.0669074
T 3242  1 .4996526E+07   1922000E+01  .2701E+06  .1619E+06   .9997544  .0206936  .0079275
T 3243  1 .5734112E+07   1922000E+01 -.9769E+05  .5008E+06   .9978458 -.0543752  .0367016
T 3244  1 .5191527E+07   1922000E+01 -.4724E+06 -.4330E+06   .9954799 -.0554970 -.0770702
T 3245  1 .5100166E+07   1922000E+01 -.1140E+06  .3240E+06   .9980288 -.0151305  .0609058
T 3246  1 .5460011E+07   1922000E+01  .2110E+05 -.2510E+05   .9997468 -.0139416 -.0176611
T 3247  1 .5023722E+07   1922000E+01 -.1768E+06  .1403E+06   .9987996 -.0483405 -.0079087
T 3248  1 .5160054E+07   1922000E+01 -.1796E+06 -.8823E+05   .9995782 -.0173469  .0232921
T 3249  1 .4930393E+07   1922000E+01  .8609E+05 -.5925E+05   .9997134  .0224152  .0084060
T 3250  1 .5284921E+07   1922000E+01  .9389E+06  .1745E+06   .9983077  .0441521  .0378455
T 3251  1 .5260524E+07   1922000E+01 -.1114E+06  .2105E+06   .9963912  .0360007  .0768675
T 3252  1 .5707481E+07   1922000E+01 -.1772E+06 -.2897E+06   .9994156 -.0162949 -.0300486
T 3253  1 .5270482E+07   1922000E+01 -.4969E+06  .1403E+06   .9976254 -.0434054  .0534751
T 3254  1 .4740374E+07   1922000E+01 -.9679E+05  .2045E+06   .9993935 -.0270021  .0219877
T 3255  1 .5053766E+07   1922000E+01 -.5801E+05  .7027E+05   .9999214 -.0013960  .0124561
T 3256  1 .5564414E+07   1922000E+01  .5145E+06  .2503E+06   .9983650  .0566468  .0076449
T 3257  1 .5409472E+07   1922000E+01 -.3196E+05  .2519E+06   .9992071  .0066834  .0392486
T 3258  1 .4708858E+07   1922000E+01 -.5256E+06 -.4551E+06   .9988428 -.0429659 -.0216083
T 3259  1 .5668554E+07   1922000E+01 -.8248E+06 -.3183E+06   .9943607 -.0897818 -.0564452
T 3260  1 .5716507E+07   1922000E+01  .3134E+06 -.1007E+06   .9974545  .0683507 -.0203149
T 3261  1 .5650594E+07   1922000E+01 -.8051E+06 -.2603E+06   .9907703 -.1285679 -.0429481
T 3262  1 .4942646E+07   1922000E+01 -.4965E+06  .9035E+05   .9978696 -.0648578 -.0070463
T 3263  1 .4813944E+07   1922000E+01  .1017E+07  .8670E+06   .9979168  .0502601  .0404484
T 3264  1 .5632065E+07   1922000E+01 -.1093E+06  .1743E+06   .9991760 -.0316931  .0253535
T 3265  1 .5339607E+07   1922000E+01  .4552E+05  .2451E+06   .9974723  .0173214  .0689130
T 3266  1 .5162486E+07   1922000E+01 -.2785E+06  .3799E+06   .9971968 -.0371524  .0649487
T 3267  1 .4568811E+07   1922000E+01  .2264E+05  .7776E+06   .9971818 -.0141429  .0736783
T 3268  1 .5376827E+07   1922000E+01 -.3978E+06  .9473E+05   .9988570 -.0476143 -.0042003
T 3269  1 .4425818E+07   1922000E+01 -.4338E+06 -.3447E+06   .9982480 -.0370286 -.0461500
T 3270  1 .5855822E+07   1922000E+01  .5552E+05  .1644E+05   .9996807 -.0055548 -.0246515
T 3271  1 .5421278E+07   1922000E+01 -.3892E+05 -.8637E+04   .9999426  .0104995  .0021260
T 3272  1 .5056281E+07   1922000E+01 -.6612E+06 -.6685E+05   .9964517 -.0839045  .0066441
T 3273  1 .5213007E+07   1922000E+01  .1581E+06 -.1859E+07   .9888136  .0192433 -.1479103
T 3274  1 .5255790E+07   1922000E+01 -.6853E+05 -.2931E+06   .9989393  .0095291 -.0450492
T 3275  1 .5541133E+07   1922000E+01 -.3984E+06  .3606E+06   .9971026 -.0236836  .0722879
T 3276  1 .5045773E+07   1922000E+01  .7634E+05  .3747E+06   .9980053 -.0242767  .0582749
T 3277  1 .5522716E+07   1922000E+01  .6176E+06 -.1903E+06   .9984848  .0519115 -.0182543
T 3278  1 .5642374E+07   1922000E+01 -.2379E+06 -.5260E+06   .9987649 -.0401820 -.0292259
T 3279  1 .4790562E+07   1922000E+01  .2344E+06 -.1143E+07   .9950996 -.0056611 -.0987150
T 3280  1 .5402017E+07   1922000E+01 -.3537E+06 -.1443E+06   .9990130 -.0343724  .0281358
T 3281  1 .5505315E+07   1922000E+01  .2369E+06 -.2696E+06   .9978983 -.0007558 -.0647956
T 3282  1 .5318996E+07   1922000E+01  .4147E+05 -.2007E+06   .9998497  .0155258 -.0077117
T 3283  1 .5135211E+07   1922000E+01 -.1368E+06 -.1308E+05   .9979759 -.0635690 -.0017453
T 3284  1 .5614530E+07   1922000E+01 -.2635E+06 -.2998E+06   .9984345 -.0527653 -.0185572
T 3285  1 .5176650E+07   1922000E+01  .3902E+06 -.2079E+06   .9979263  .0594088 -.0247732
T 3286  1 .4792318E+07   1922000E+01 -.1683E+06 -.1680E+06   .9989372 -.0028058 -.0460071
T 3287  1 .5392133E+07   1922000E+01  .3045E+06 -.2853E+06   .9972037  .0514148 -.0542330
T 3288  1 .4748594E+07   1922000E+01  .1463E+06 -.1461E+06   .9996927 -.0196301  .0151394
T 3289  1 .4130583E+07   1922000E+01 -.5680E+05  .3279E+06   .9988781  .0100870  .0462683
T 3290  1 .5523313E+07   1922000E+01  .1723E+06  .3580E+05   .9984059  .0180254  .0534860
T 3291  1 .5324633E+07   1922000E+01  .1435E+06 -.3208E+06   .9933774  .0700332 -.0910864
T 3292  1 .4515396E+07   1922000E+01 -.1273E+07 -.9837E+06   .9864359 -.1536882 -.0576548
T 3293  1 .5512720E+07   1922000E+01  .7418E+06  .1258E+07   .9937318  .0411450  .1039433
T 3294  1 .5627743E+07   1922000E+01 -.4349E+05 -.2571E+06   .9995384 -.0244309 -.0180585
T 3295  1 .4436968E+07   1922000E+01  .1644E+06 -.5564E+05   .9995814  .0167514 -.0235894
T 3296  1 .4764860E+07   1922000E+01  .3239E+05  .2753E+06   .9981946 -.0571503 -.0184770
T 3297  1 .5170793E+07   1922000E+01 -.3029E+06  .1468E+06   .9991461  .0335464 -.0241185
T 3298  1 .5374726E+07   1922000E+01  .2008E+06 -.7122E+06   .9985418  .0053625 -.0537178
T 3299  1 .5828927E+07   1922000E+01  .1552E+06 -.5327E+05   .9999608 -.0072917 -.0050311
T 3300  1 .4629007E+07   1922000E+01 -.8488E+06 -.4026E+06   .9992073 -.0292800 -.0269726
T 3301  1 .5258479E+07   1922000E+01 -.5659E+05 -.4522E+06   .9957056  .0180706 -.0907953
T 3302  1 .5105722E+07   1922000E+01 -.5387E+05  .2315E+06   .9997830  .0028995 -.0206304
T 3303  1 .5410668E+07   1922000E+01  .1796E+06  .3520E+06   .9994638  .0044362 -.0324422
T 3304  1 .4398162E+07   1922000E+01 -.1817E+06 -.9341E+05   .9991901  .0240902 -.0322306
T 3305  1 .4209953E+07   1922000E+01 -.2394E+05  .1784E+06   .9900653  .0742487 -.1194065
T 3306  1 .4620473E+07   1922000E+01  .1865E+06  .3070E+06   .9932385  .0501997  .1046772
T 3307  1 .4874082E+07   1922000E+01  .4107E+06 -.2674E+06   .9987975  .0484513 -.0074846
T 3308  1 .4890799E+07   1922000E+01  .7232E+06  .6175E+06   .9817163  .1644720  .0958226
T 3309  1 .3979654E+07   1922000E+01 -.4076E+06 -.4001E+06   .9994743  .0199878 -.0255276
T 3310  1 .4903522E+07   1922000E+01 -.1926E+06 -.4049E+06   .9996592  .0241959 -.0098005
T 3311  1 .4937261E+07   1922000E+01  .1434E+05  .5344E+06   .9987215 -.0020066  .0505100
T 3312  1 .4675991E+07   1922000E+01 -.1288E+06 -.8422E+05   .9995297 -.0271639 -.0142279
T 3313  1 .5189490E+07   1922000E+01 -.2548E+06 -.2647E+06   .9982557 -.0423721 -.0411111
T 3314  1 .5655570E+07   1922000E+01 -.1300E+06 -.5448E+06   .9993212 -.0118505 -.0348824
T 3315  1 .4840473E+07   1922000E+01  .8779E+05  .1840E+06   .9998025 -.0084594  .0179807
T 3316  1 .5534438E+07   1922000E+01 -.1154E+06 -.3468E+06   .9993268 -.0231023 -.0285004
T 3317  1 .4960258E+07   1922000E+01  .6343E+05  .2042E+06   .9997150  .0238433 -.0011567
T 3318  1 .5308859E+07   1922000E+01  .1436E+05 -.1906E+06   .9983032  .0394024 -.0428750
T 3319  1 .5444364E+07   1922000E+01 -.3114E+05  .3015E+06   .9992504 -.0381502 -.0065763
T 3320  1 .4926256E+07   1922000E+01  .1254E+06  .2712E+06   .9986889  .0339049  .0383524
T 3321  1 .4952255E+07   1922000E+01  .4083E+06 -.2543E+06   .9994750  .0161086 -.0281097
T 3322  1 .5165578E+07   1922000E+01  .7654E+05  .5272E+05   .9991314  .0048597  .0413875
T 3323  1 .4994421E+07   1922000E+01  .2009E+05 -.2463E+06   .9971886 -.0242310 -.0709070
T 3324  1 .4603738E+07   1922000E+01 -.1295E+06  .9785E+06   .9964544  .0264713  .0798623
T 3325  1 .4824524E+07   1922000E+01 -.4410E+05  .3153E+06   .9967463 -.0230974  .0772228
T 3326  1 .5457055E+07   1922000E+01  .7902E+05 -.2204E+04   .9994422  .0170426 -.0287211
T 3327  1 .5139940E+07   1922000E+01 -.4782E+05  .5133E+06   .9942489  .0285350  .1032225
T 3328  1 .5698340E+07   1922000E+01  .1531E+06 -.1964E+06   .9995518  .0299371  .0001775
T 3329  1 .5369398E+07   1922000E+01 -.1973E+05  .1972E+06   .9991926  .0393480 -.0081203
T 3330  1 .4709324E+07   1922000E+01  .1628E+06  .3441E+06   .9999595  .0049953 -.0074807
T 3331  1 .4768096E+07   1922000E+01  .4241E+06 -.1156E+06   .9955968  .0920396 -.0177665
T 3332  1 .5020593E+07   1922000E+01  .7460E+06  .7665E+05   .9922832  .1131550  .0506957
T 3333  1 .5873637E+07   1922000E+01  .3911E+06 -.3016E+05   .9998167  .0176183 -.0074944
T 3334  1 .5599810E+07   1922000E+01  .4020E+06 -.2023E+06   .9977790  .0634306 -.0203387
T 3335  1 .4957496E+07   1922000E+01 -.4679E+06  .1494E+06   .9977394 -.0631590  .0229559
T 3336  1 .5588614E+07   1922000E+01  .4940E+06 -.7976E+05   .9999178  .0032100 -.0124128
T 3337  1 .6068520E+07   1922000E+01 -.4022E+06  .1420E+06   .9984056 -.0563705  .0029476
T 3338  1 .4679694E+07   1922000E+01  .1092E+06  .3145E+06   .9991321  .0289465  .0299536
T 3339  1 .5147840E+07   1922000E+01 -.1550E+04  .2233E+05   .9995103  .0166038  .0265238
T 3340  1 .5165141E+07   1922000E+01  .9710E+05 -.2806E+05   .9983819 -.0568589 -.0008512
T 3341  1 .5762154E+07   1922000E+01 -.4823E+05  .2440E+06   .9997285  .0208044  .0104885
T 3342  1 .4738520E+07   1922000E+01  .1958E+06  .3705E+06   .9998133  .0039645  .0189133
T 3343  1 .5164643E+07   1922000E+01  .5397E+05  .2772E+06   .9976441 -.0031962  .0685275
T 3344  1 .5299399E+07   1922000E+01  .1025E+06  .4734E+05   .9994078  .0130076  .0318582
T 3345  1 .5491914E+07   1922000E+01 -.7549E+05 -.3998E+06   .9966580  .0186964 -.0795185
T 3346  1 .4230609E+07   1922000E+01  .4126E+06  .1592E+06   .9991132  .0182706  .0379332
T 3347  1 .4650972E+07   1922000E+01  .7766E+05 -.3074E+06   .9983938  .0341601 -.0451995
T 3348  1 .4729583E+07   1922000E+01 -.1386E+06 -.2183E+06   .9972496 -.0615456 -.0412973
T 3349  1 .5507858E+07   1922000E+01  .1197E+06  .1522E+06   .9986839  .0182779  .0479214
T 3350  1 .5451346E+07   1922000E+01 -.1981E+06  .4456E+06   .9981993 -.0194880  .0567314
T 3351  1 .4891097E+07   1922000E+01  .4736E+06  .6934E+05   .9981605  .0581598  .0171174
T 3352  1 .5658492E+07   1922000E+01  .3527E+04 -.3663E+06   .9995285  .0129949  .0278197
T 3353  1 .4876746E+07   1922000E+01 -.4549E+06  .4679E+05   .9979240 -.0552786 -.0330454
T 3354  1 .5043247E+07   1922000E+01  .6996E+05 -.6273E+06   .9947963 -.0002635 -.1018834
T 3355  1 .5075602E+07   1922000E+01  .9621E+04 -.2124E+06   .9986574 -.0040838 -.0516396
T 3356  1 .6070130E+07   1922000E+01  .2807E+06  .3269E+06   .9996906  .0184378  .0166959
T 3357  1 .5468173E+07   1922000E+01 -.3326E+06  .2992E+05   .9994612 -.0318449  .0079505
T 3358  1 .5010316E+07   1922000E+01 -.6123E+06  .1091E+06   .9969884 -.0774747  .0034284
T 3359  1 .5843663E+07   1922000E+01 -.1453E+05  .3542E+06   .9987037  .0134145  .0491023
T 3360  1 .4654381E+07   1922000E+01  .9097E+05  .9453E+05   .9992138 -.0368977 -.0145037
T 3361  1 .4059904E+07   1922000E+01  .2286E+06  .2564E+06   .9993466  .0360022 -.0032004
T 3362  1 .4807333E+07   1922000E+01  .4455E+06  .9826E+05   .9949976  .0771693  .0634404
T 3363  1 .4421952E+07   1922000E+01 -.2369E+06 -.1667E+05   .9995506 -.0275209  .0118826
